OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
2518,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2001,4/Jun/01,4/Jun/01,BLOY,4,,10,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2519,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2004,15/Apr/04,3/Jul/04,BLOY,5,,8,0,,Total count,0,57,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2520,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2004, , ,COMU,,0,,,,Total Count,0,20,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2521,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2005,14/Jul/05,14/Jul/05,BLOY,9,,1,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2522,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2005, , ,GWGU,171,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2523,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2011,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2524,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2012,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2525,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2013,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2526,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2014,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2527,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2015,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2528,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2016,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2529,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2017,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2530,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2018,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2531,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2019,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2532,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,2020,,,TUPU,0,,,,,Total count,0,96,Parks Canada - Pacific Rim National Park Reserve,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,wilsonl,2021-07-15,
2533,WV-530,"""Fletcher's"" Beach",,Vancouver Island,West Coast Vancouver Island,NAD83,48.97166667,-125.6130556,1970, , ,PECO,24,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"South of Wya Point, north end of 擢letcher's� Beach",,No,None,williamsr,2008-05-29,
2534,WV-530,"""Fletcher's"" Beach",,Vancouver Island,West Coast Vancouver Island,NAD83,48.97166667,-125.6130556,1989, , ,PECO,6,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Wya Point, north end of 擢letcher's� Beach",,No,None,williamsr,2008-05-29,
2535,WV-540,George Fraser Islands,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90611111,-125.5136111,1975, , ,GWGU,0,,,,,Total Count,0,"5,12",Royal British Columbia Provincial Museum,"South of the mouth of Ucluelet Inlet, in the entrance to Barkley Sound",,Yes,Complete,williamsr,2008-05-29,
2536,WV-540,George Fraser Islands,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90611111,-125.5136111,1989, , ,GWGU,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of the mouth of Ucluelet Inlet, in the entrance to Barkley Sound",,Yes,Complete,williamsr,2008-05-29,
2537,WV-540,George Fraser Islands,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90611111,-125.5136111,2005,24/May/05,24/May/05,BLOY,1,,0,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"South of the mouth of Ucluelet Inlet, in the entrance to Barkley Sound",,Yes,Complete,williamsr,2008-05-29,
2538,WV-542,Janson Island,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90111111,-125.5105556,1989,19/Jun/89,30/Jun/89,BLOY,2,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just south of George Fraser Islands,,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Janson Islet'
2539,WV-542,Janson Island,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90111111,-125.5105556,1989, , ,GWGU,1,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just south of George Fraser Islands,,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Janson Islet'
2540,WV-542,Janson Island,,Vancouver Island,West Coast Vancouver Island,NAD83,48.90111111,-125.5105556,2005,24/May/05,24/May/05,BLOY,2,,0,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,Just south of George Fraser Islands,,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Janson Islet Reef'
2541,WV-544,Humphries Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89861111,-125.5119444,1989,19/Jun/89,30/Jun/89,BLOY,1,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just south of George Fraser Islands and Janson Island,,Yes,Complete,williamsr,2008-05-29,
2542,WV-544,Humphries Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89861111,-125.5119444,1989, , ,GWGU,1,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just south of George Fraser Islands and Janson Island,,Yes,Complete,williamsr,2008-05-29,
2543,WV-544,Humphries Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89861111,-125.5119444,2005,24/May/05,24/May/05,BLOY,1,,0,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,Just south of George Fraser Islands and Janson Island,,Yes,Complete,williamsr,2008-05-29,
2544,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1970,24/Jul/70,24/Jul/70,BLOY,1,,0,2,,Total count,0,44,Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2545,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1972,4/Jul/72,4/Jul/72,BLOY,3,,4,0,,Total count,0,44,Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2546,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1982,15/Apr/82,31/Jul/82,BLOY,10,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2547,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1982, , ,BRCO,51,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2548,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1982, , ,COMU,,0,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2549,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1982, , ,GWGU,279,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2550,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1982, , ,PIGU,,11,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2551,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1988, , ,BRCO,0,,,,,Total count,0,39,Bamfield Marine Station,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2552,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1989,19/Jun/89,30/Jun/89,BLOY,4,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2553,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,1989, , ,GWGU,320,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2554,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,2001,6/Jun/01,6/Jun/01,BLOY,6,,8,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2555,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,2004, , ,BRCO,7,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2556,WV-550,Starlight Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,48.88138889,-125.4852778,2004, , ,COMU,,0,,,,Total Count,0,20,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southeast of George Fraser Islands, south of Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2557,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1962,3/Jun/62,3/Jun/62,BLOY,2,,6,0,,Total count,0,44,Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2558,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1970,24/Jul/70,24/Jul/70,BLOY,1,,0,1,,Total count,0,44,Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2559,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1971,20/Jul/71,20/Jul/71,BLOY,0,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2560,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1972,13/Jun/72,13/Jun/72,BLOY,2,,3,0,,Total count,0,44,Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2561,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1982,15/Apr/82,31/Jul/82,BLOY,4,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2562,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1982, , ,BRCO,0,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2563,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1982, , ,GWGU,247,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2564,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1982, , ,PECO,0,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2565,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1982, , ,PIGU,,8,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2566,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1989,19/Jun/89,30/Jun/89,BLOY,4,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2567,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1989, , ,GWGU,175,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2568,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,1989, , ,PECO,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2569,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,2001,6/Jun/01,6/Jun/01,BLOY,4,,3,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2570,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,2003, , ,BRCO,0,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2571,WV-560,Great Bear Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.89222222,-125.455,2004, , ,BRCO,0,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"West of the Broken Group, between Loudoun and Felice Channel",,Yes,Complete,williamsr,2008-05-29,
2572,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1970,3/Jun/70,3/Jun/70,BLOY,3,,2,0,,Total count,0,44,Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2573,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1972,18/Jul/72,18/Jul/72,BLOY,2,,,,,Total count,0,44,Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2574,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1982,15/Apr/82,31/Jul/82,BLOY,0,,0,0,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2575,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1982, , ,GWGU,20,,,,,Partial Count,0,"5,11",Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2576,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1982, , ,PECO,0,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2577,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1982, , ,PIGU,,4,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2578,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1989, , ,GWGU,5,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2579,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,1989, , ,PECO,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2580,WV-570,Alley Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.8975,-125.4336111,2001,6/Jun/01,6/Jun/01,BLOY,2,,0,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"West of Loudoun Channel, northeast of Great Bear Rock",,Yes,Complete,williamsr,2008-05-29,
2581,WV-575,Pinder Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.92583333,-125.38,1970,17/Jun/70,17/Jun/70,BLOY,1,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"Loudoun Channel, northwest of Hankin Island",,Yes,Complete,williamsr,2008-05-29,
2582,WV-575,Pinder Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,48.92583333,-125.38,1972,4/Jun/72,4/Jun/72,BLOY,2,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"Loudoun Channel, northwest of Hankin Island",,Yes,Complete,williamsr,2008-05-29,
