location_name,location_index,location_midpoint_lng,location_midpoint_lat,location_comments,survey_start_year,survey_start_month,survey_start_day,survey_end_year,survey_end_month,survey_end_day,survey_time,survey_comments,personnel_list,sponsor_list,document_list,species_common_name,species_abundance,site_use,data_quality,breeding_individuals,total_individuals,count_conversions,best_current_value,status_record_comments,,,,,,,,,,,,,,
Round Island,AK Map 40 Site 1,-159.97051,58.60609,,1978,7,12,1978,7,12,,,"James Bartonek, George Divoky",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Unknown,,536,,FALSE,,,,,,,,,,,,,,,
Round Island,AK Map 23 Site 48,-166.38079,53.77,,1980,5,25,1980,5,25,,,"Jeffery Kogan, David Nysewander",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,11504,,Literal (equal to census data value),TRUE,Assumed 65% burrow occupancy.,,,,,,,,,,,,,,
Round Island,AK Map 24 Site 33,-164.77719,54.2019,,1980,6,28,1980,6,28,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,"Nysewander, D.R., D.J. Forsell, P.A. Baird, D.J. Shields, G.J. Weiler, and J.H. Kogan. 1982. Marine bird and mammal survey of the eastern Aleutian Islands, summers of 1980-81",Tufted Puffin,Unspecified,Breeding,Good,262,,2x census data value,TRUE,Estimate based on 65% assumed burrow occupied.,,,,,,,,,,,,,,
Round Island,AK Map 19 Site 2,-173.87603,52.14744,,1982,6,,1982,6,,,,"Edgar Bailey, John Trapp",,"Bailey, E.P. and J.L. Trapp. 1986. A reconnaissance of breeding marine birds and mammals in the east-central Aleutian Islands--Kasatochi to the Islands of Four Mountains--summer 1982, with notes on other species",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,6000,Literal (equal to census data value),TRUE,Estimate derived from burrow & bird counts.,,,,,,,,,,,,,,
Round Island,AK Map 28 Site 27,-160.6187,55.34163,,1995,7,26,1995,7,26,,Estimate from average of estimates from 5 observers.,"Dan Boone, G Byrd <vernon_byrd@fws.gov>, Jim Schneeweis, Bill Stahl, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Absent,Not Applicable,Fair,0,0,,TRUE,"0 observed, but 4,000 in 1973.",,,,,,,,,,,,,,
Round Island,AK Map 40 Site 1,-159.97051,58.60609,,1999,5,1,1999,7,31,,Censused replicated 3-4x between May 1 through July 31 1999.,Mary Cody,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,100,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Round Island,AK Map 28 Site 38,-161.59999,55.54639,,2003,7,2,2003,7,2,,,"Kyle Juk, Thomas van  Pelt, Michelle Wada",,"Van Pelt, T.. Ivan and Round Island seabird colony survey trip report",Tufted Puffin,Present,Unspecified,Fair,,40,Literal (equal to census data value),TRUE,"38 birds on water, 1 amoung burrows.",,,,,,,,,,,,,,
Rugged Island,AK Map 49 Site 10,-149.38,59.8561,,1971,8,,1971,8,,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,1000,,FALSE,,,,,,,,,,,,,,,
Rugged Island,AK Map 49 Site 10,-149.38,59.8561,,1976,6,,1976,6,,,,Edgar Bailey,,"Bailey, E.P.. 1977. Distribution and abundance of marine birds and mammals along the south side of the Kenai Peninsula, Alaska, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Unspecified,Breeding,Fair,10,,2x census data value,TRUE,,,,,,,,,,,,,,,
"S of Elk Head Pt, Peak I",AK Map 63 Site 108,-147.359,60.71333,,2000,7,10,2000,7,10,,,"Larry Barnes, John Barnum, Marian Snively, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Good,,10,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
"S of Lily, Storey Island",AK Map 63 Site 128,-147.37833,60.73767,,1993,6,12,1993,6,12,,Special PIGU Survey.  Censused during peak colony attendance indicated by courtship displays and site attachment behavior.  1993 Field No 03045.,"Mary Cody, Elizabeth Tichenor",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,75,"Observer provided a range (e.g. ""100 to 250"").  Catalog data are midpoint of range.",TRUE,,,,,,,,,,,,,,,
"S Section 16, Peak Island",AK Map 63 Site 106,-147.36367,60.6925,,1993,6,12,1993,6,12,,Special PIGU Survey.  Censused during peak colony attendance indicated by courtship displays and site-attachment behavior.  1993 Field No 03016.,"Karen Fortier, John Maniscalco",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,6,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
"S Section 16, Peak Island",AK Map 63 Site 106,-147.36367,60.6925,,2000,7,20,2000,7,20,,surveyed from boat 50-100 m offshore.,"Craig Collins, Molly Housman, Bill Ostrand",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Good,,7,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
S. Big Lake Cliffs,AK Map 56 Site 15,-172.41429,60.38665,,1977,6,28,1977,6,28,,,"Tony DeGange <tdegange@usgs.gov>, Arthur Sowls",,"DeGange, A.R. and A.L. Sowls. 1978. A faunal reconnaissance of the Bering Sea National Wildlife Refuge, 26 June - 27 July, 1977",Tufted Puffin,Unspecified,Breeding,Fair,,30,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
S. Glacier Island,AK Map 63 Site 58,-147.1764,60.85944,,1989,7,6,1989,7,6,,,Kenton Wohl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,11,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
S. Glacier Island,AK Map 63 Site 58,-147.1764,60.85944,,1999,6,9,1999,6,9,,,"Shawn Stephensen, Kenton Wohl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,3,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
S. Glacier Island,AK Map 63 Site 58,-147.1764,60.85944,,2000,7,20,2000,7,20,,By boat 25-75 m offshore.,"Jon Nickles, Marian Snively, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Good,,7,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
S. Marble Island,AK Map 10 Site 4,-136.0428,58.6439,,1973,,,1973,,,,,"Linda Patten, Samuel Patten",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,40,,2x census data value,TRUE,,,,,,,,,,,,,,,
S. Marble Island,AK Map 10 Site 4,-136.0428,58.6439,,1982,5,27,1982,5,27,,,"Steven Caine, Jay Nelson",,"Nelson, J.W. and W.A. Lehnhausen. 1983. Marine bird and mammal survey of the outer coast of southeast Alaska, summer 1982",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,20,,2x census data value,FALSE,16 birds counted.,,,,,,,,,,,,,,
S. Seal Bay Islands,AK Map 43 Site 50,-152.2167,58.355,,1976,7,24,1976,7,24,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,170,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,"31 birds counted, observer adjusted estimate.",,,,,,,,,,,,,,
S. Shore Spiridon Bay Islands,AK Map 34 Site 76,-153.65155,57.63938,,1976,8,11,1976,8,11,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,8,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
S. Stuart Island,AK Map 92 Site 1,-162.58579,63.53216,,1976,,,1976,,,,,William Drury,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Poor,,15,,TRUE,"Unclear which island(s) puffin at, may even be @ 092 002.",,,,,,,,,,,,,,
S. W. Wingham Island,AK Map 48 Site 4,-144.38942,59.99502,,1974,7,31,1974,7,31,,,"Larry Haddock, M. Isleib",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Poor,10,,2x census data value,TRUE,Peregrines may have affected estimate.,,,,,,,,,,,,,,
S.E. Hinchinbrrok,AK Map 64 Site 7,-146.50452,60.28884,,1972,7,21,1972,7,21,,,"M. Isleib, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,2000,,2x census data value,TRUE,,,,,,,,,,,,,,,
S.E. Hinchinbrrok,AK Map 64 Site 7,-146.50452,60.28884,,2000,7,18,2000,7,18,,By boat 50 - 100 m offshore.,"Jon Nickles, Marian Snively, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Good,,10,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
S.W. Choris Peninsula,AK Map 114 Site 3,-161.89601,66.27757,,1977,8,9,1977,8,9,,,"Tony DeGange <tdegange@usgs.gov>, Arthur Sowls",,"DeGange, A.R. and A.L. Sowls. 1978. A survey of the Chamisso Island National Wildlife Refuge, 11-14 August, 1977, Nelson, J.W. and A.L. Sowls. 1985. Breeding seabird survey of Chamisso Island and southern Kotzebue Sound, 8-20 August 1981",Tufted Puffin,Unspecified,Breeding,Fair,,4,,TRUE,,,,,,,,,,,,,,,
S.W. Hagemeister Island,AK Map 39 Site 13,-161.08059,58.58779,,1977,7,9,1977,7,9,,"This data re-entered on 11/3/93, possibly deleted by mistake.","Paul Arneson, David Mcdonald",,"Arneson, P.D.. 1977. Identification, documentation and delineation of coastal migratory bird habitat in Alaska",Tufted Puffin,Unspecified,Unspecified,Fair,,10,Literal (equal to census data value),TRUE,6 counted.,,,,,,,,,,,,,,
S.W. Udagah,AK Map 23 Site 20,-166.24419,53.71639,,1981,7,17,1981,7,17,,,"Douglas Forsell, Jeffery Kogan, Gregory Weiler",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,270,,Literal (equal to census data value),TRUE,Tufted puffin estimate based on 65% assumed occupied.,,,,,,,,,,,,,,
Sadatnak Island,AK Map 18 Site 8,-174.41728,52.03286,,1972,5,,1972,5,,,,Palmer Sekora,,"Sekora, P.. 1973. Aleutian Islands National Wildlife Refuge wilderness study report",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,500,,TRUE,,,,,,,,,,,,,,,
Sagchudak Island,AK Map 18 Site 15,-174.48593,52.02046,,1982,7,14,1982,7,14,,,"Edgar Bailey, John Trapp",,"Bailey, E.P. and J.L. Trapp. 1986. A reconnaissance of breeding marine birds and mammals in the east-central Aleutian Islands--Kasatochi to the Islands of Four Mountains--summer 1982, with notes on other species",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,200,Literal (equal to census data value),TRUE,Estimate from bird & burrow counts.,,,,,,,,,,,,,,
Salt Island,AK Map 18 Site 9,-174.63593,52.17382,,1982,6,,1982,6,,,,"Edgar Bailey, John Trapp",,"Bailey, E.P. and J.L. Trapp. 1986. A reconnaissance of breeding marine birds and mammals in the east-central Aleutian Islands--Kasatochi to the Islands of Four Mountains--summer 1982, with notes on other species",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,3000,Literal (equal to census data value),TRUE,Estimates derived from bird & burrow counts.,,,,,,,,,,,,,,
Sankin Island,AK Map 25 Site 4,-163.27279,54.8103,,1973,6,19,1973,6,19,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,7000,,TRUE,,,,,,,,,,,,,,,
Sarana Island,AK Map 25 Site 17,-161.90419,54.96559,,1973,6,17,1973,6,17,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Savoonga,AK Map 93 Site 4,-170.44968,63.69139,Colony boundaries Sawoonhak Creek to Kitnik River.,1996,7,2,1996,7,2,,Conducted census from 17ft inflatable 20-30 meters offshore.,"Edgar Bailey, Nina Faust, Vivian Mendenhall, Caleb Pungowiyi, Shawn Stephensen",,"Stephensen, S.W., C. Pungowiyi, and V.M. Mendenhall. 1998. A seabird survey of Saint Lawrence Island, Alaska 1996-1997, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,104,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum count.,,,,,,,,,,,,,,
Scott Island,AK Map 51 Site 22,-153.4322,59.6375,,1976,5,3,1976,6,25,,Area surveyed by airplane in conjunction with boat on May 3-5 and June 22-25.,David Erikson,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,46,,2x census data value,TRUE,,,,,,,,,,,,,,,
SE of Delphin Point,AK Map 43 Site 151,-152.43167,58.369,,1992,6,7,1992,6,7,,1992 field #55.,"Janey Fadely, Bonnie Grey, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,4,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Sea Arch Island,AK Map 43 Site 162,-152.254,58.40517,Island with high narrow arch.,1992,6,8,1992,6,8,,1992 field #71.,"Mary Cody, Janey Fadely, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,67,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Sea Otter Island,AK Map 43 Site 56,-152.21691,58.51749,,1976,7,25,1976,7,25,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,2300,Literal (equal to census data value),TRUE,"1759 birds counted, 1135 burrows estimated, observer adjusted estimate.",,,,,,,,,,,,,,
Sea Otter Island,AK Map 43 Site 56,-152.21691,58.51749,,1978,9,4,1978,9,4,,,Scott Hatch,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Unknown,,7000,"Observer provided a range (e.g. ""100 to 250"").  Catalog data are midpoint of range.",FALSE,,,,,,,,,,,,,,,
Seacave Point,AK Map 23 Site 7,-167.43328,53.31329,,1981,7,10,1981,7,10,,,"Douglas Forsell, Gregory Weiler",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,229,,Literal (equal to census data value),TRUE,Estimate based on 65% assumed burrow occupied.,,,,,,,,,,,,,,
Seal Bay (3),AK Map 43 Site 52,-152.2167,58.37499,"See 043-168, 169 for best estimates. Original site (#52) was separated into two colonies.",1976,7,24,1976,7,24,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,60,,2x census data value,TRUE,,,,,,,,,,,,,,,
Seal Bay(4),AK Map 43 Site 53,-152.25001,58.39999,"See 043-161, 163, 165 for best estimates. Original site (#53) was separated into three colonies.",1976,7,23,1976,7,23,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,,170,,TRUE,,,,,,,,,,,,,,,
Seal Cape,AK Map 27 Site 26,-158.43249,55.9944,,1973,6,6,1973,6,6,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Seal Island,AK Map 63 Site 17,-147.40781,60.42689,,1972,7,31,1972,7,31,,,"M. Isleib, Tom Ray",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,30,,2x census data value,FALSE,,,,,,,,,,,,,,,
Seal Island,AK Map 63 Site 17,-147.40781,60.42689,,1984,8,8,1984,8,8,,,"David Nysewander, Joseph Ondrejko",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,6,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Seal Islands,AK Map 43 Site 54,-152.27501,58.44329,,1976,7,25,1976,7,25,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,280,Literal (equal to census data value),TRUE,"42 birds counted, observer adjusted estimate.",,,,,,,,,,,,,,
Seal Rocks,AK Map 49 Site 19,-149.6256,59.52029,,1976,6,,1976,6,,,,Edgar Bailey,,"Bailey, E.P.. 1977. Distribution and abundance of marine birds and mammals along the south side of the Kenai Peninsula, Alaska, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Unspecified,Breeding,Fair,800,,2x census data value,FALSE,,,,,,,,,,,,,,,
Seal Rocks,AK Map 49 Site 19,-149.6256,59.52029,,1986,7,7,1986,7,7,,Survey subunit # 912.,"Mike Nishimoto, Bud Rice",,"Nishimoto, M., and B. Rice. 1987. A re-survey of seabirds and marine mammals along the south coast of the Kenai Peninsula, Alaska during the summer of 1986",Tufted Puffin,Present,Breeding,Fair,,171,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Seal Rocks,AK Map 64 Site 3,-146.8303,60.16189,,2000,7,18,2000,7,18,,By boat 50 - 100 m offshore.,"Jon Nickles, Marian Snively, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Good,,1,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Sealand Dock Cliffs,AK Map 34 Site 113,-152.43084,57.78358,,1989,8,11,1989,8,11,,,Richard MacIntosh,,"MacIntosh, R.. 1989. Survey of seabird colonies in inner Chiniak Bay, August, 1989",Tufted Puffin,Unspecified,Breeding,Fair,,20,Literal (equal to census data value),FALSE,"Estimate, not exact count.",,,,,,,,,,,,,,
Sealand Dock Cliffs,AK Map 34 Site 113,-152.43084,57.78358,,1990,6,27,1990,6,27,,,Richard MacIntosh,,"MacIntosh, R.R.. 1990. Survey of seabird colonies in Chiniak Bay, Kodiak Island, Alaska June - August, 1990",Tufted Puffin,Rare,Unspecified,Poor,,,Literal (equal to census data value),FALSE,Few.,,,,,,,,,,,,,,
