ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
1591,502-008,502-008-11,,Anacapa Island Middle,11,Anacapa Island Middle-11,Ventura,Subcolony,,-119.38553900000,34.00859499970,Anacapa,NPS,Southern California
1592,502-008,502-008-12,,Anacapa Island Middle,12,Anacapa Island Middle-12,Ventura,Subcolony,,-119.38410900000,34.00977000010,Anacapa,NPS,Southern California
1593,502-008,502-008-13,,Anacapa Island Middle,13,Anacapa Island Middle-13,Ventura,Subcolony,,-119.38091100000,34.01152300020,Anacapa,NPS,Southern California
1594,502-008,502-008-14,,Anacapa Island Middle,14,Anacapa Island Middle-14,Ventura,Subcolony,,-119.37994700000,34.00961700010,Anacapa,NPS,Southern California
1595,502-008,502-008-15,,Anacapa Island Middle,15,Anacapa Island Middle-15,Ventura,Subcolony,,-119.38196200000,34.00825900020,Anacapa,NPS,Southern California
1596,502-008,502-008-16,,Anacapa Island Middle,16,Anacapa Island Middle-16,Ventura,Subcolony,,-119.38402800000,34.00758800030,Anacapa,NPS,Southern California
1597,502-008,502-008-17,,Anacapa Island Middle,17,Anacapa Island Middle-17,Ventura,Subcolony,,-119.38599900000,34.00559500010,Anacapa,NPS,Southern California
1598,502-008,502-008-18,,Anacapa Island Middle,18,Anacapa Island Middle-18,Ventura,Subcolony,,-119.38716000000,34.00375499970,Anacapa,NPS,Southern California
1599,502-008,502-008-19,,Anacapa Island Middle,19,Anacapa Island Middle-19,Ventura,Subcolony,,-119.38970100000,34.00265999970,Anacapa,NPS,Southern California
1600,502-008,502-008-20,,Anacapa Island Middle,20,Anacapa Island Middle-20,Ventura,Subcolony,,-119.39287600000,34.00248399980,Anacapa,NPS,Southern California
1601,502-008,502-008-21,,Anacapa Island Middle,21,Anacapa Island Middle-21,Ventura,Subcolony,,-119.39539500000,34.00261599980,Anacapa,NPS,Southern California
1602,502-008,502-008-22,,Anacapa Island Middle,22,Anacapa Island Middle-22,Ventura,Subcolony,,-119.39824300000,34.00274700010,Anacapa,NPS,Southern California
1603,502-008,502-008-23,,Anacapa Island Middle,23,Anacapa Island Middle-23,Ventura,Subcolony,,-119.40087100000,34.00386399980,Anacapa,NPS,Southern California
1604,502-008,502-008-24,,Anacapa Island Middle,24,Anacapa Island Middle-24,Ventura,Subcolony,,-119.40334600000,34.00441199980,Anacapa,NPS,Southern California
1605,502-008,502-008-25,,Anacapa Island Middle,25,Anacapa Island Middle-25,Ventura,Subcolony,,-119.40612800000,34.00447800020,Anacapa,NPS,Southern California
1606,502-008,502-008-26,,Anacapa Island Middle,26,Anacapa Island Middle-26,Ventura,Subcolony,,-119.40769500000,34.00579199970,Anacapa,NPS,Southern California
1607,502-008,502-008-27,,Anacapa Island Middle,27,Anacapa Island Middle-27,Ventura,Subcolony,,-119.39040100000,34.00403899960,Anacapa,NPS,Southern California
1608,502-008,502-008-99,,Anacapa Island-Middle,99,Anacapa Island-Middle Centroid,Ventura,"Colony, centroid of subcolonies",,-119.39109313300,34.00432182120,Anacapa,NPS,Southern California
1609,502-009,502-009-01,,Anacapa Island East,1,Anacapa Island East-1,Ventura,Subcolony,,-119.37760600000,34.01296799970,Anacapa,NPS,Southern California
1610,502-009,502-009-02,,Anacapa Island East,2,Anacapa Island East-2,Ventura,Subcolony,,-119.37517800000,34.01331500020,Anacapa,NPS,Southern California
1611,502-009,502-009-03,,Anacapa Island East,3,Anacapa Island East-3,Ventura,Subcolony,,-119.37421900000,34.01445000030,Anacapa,NPS,Southern California
1612,502-009,502-009-04,,Anacapa Island East,4,Anacapa Island East-4,Ventura,Subcolony,,-119.37305600000,34.01556000020,Anacapa,NPS,Southern California
1613,502-009,502-009-05,,Anacapa Island East,5,Anacapa Island East-5,Ventura,Subcolony,,-119.37144500000,34.01543300020,Anacapa,NPS,Southern California
1614,502-009,502-009-06,,Anacapa Island East,6,Anacapa Island East-6,Ventura,Subcolony,,-119.36911800000,34.01553600020,Anacapa,NPS,Southern California
1615,502-009,502-009-07,,Anacapa Island East,7,Anacapa Island East-7,Ventura,Subcolony,,-119.36692800000,34.01690499970,Anacapa,NPS,Southern California
1616,502-009,502-009-08,,Anacapa Island East,8,Anacapa Island East-8,Ventura,Subcolony,,-119.36518200000,34.01704200020,Anacapa,NPS,Southern California
1617,502-009,502-009-09,,Anacapa Island East,9,Anacapa Island East-9,Ventura,Subcolony,,-119.36419000000,34.01714399970,Anacapa,NPS,Southern California
1618,502-009,502-009-10,,Anacapa Island East,10,Anacapa Island East-10,Ventura,Subcolony,,-119.35957000000,34.01697300000,Anacapa,NPS,Southern California
1619,502-009,502-009-11,,Anacapa Island East,11,Anacapa Island East-11,Ventura,Subcolony,,-119.35764000000,34.01669200010,Anacapa,NPS,Southern California
1620,502-009,502-009-12,,Anacapa Island East,12,Anacapa Island East-12,Ventura,Subcolony,,-119.35676300000,34.01707600030,Anacapa,NPS,Southern California
1621,502-009,502-009-13,,Anacapa Island-East,13,Anacapa Island-East-13,Ventura,Subcolony,,-119.35732318000,34.01543798380,Anacapa,NPS,Southern California
1622,502-009,502-009-14,,Anacapa Island East,14,Anacapa Island East-14,Ventura,Subcolony,,-119.35961400000,34.01509800020,Anacapa,NPS,Southern California
1623,502-009,502-009-15,,Anacapa Island East,15,Anacapa Island East-15,Ventura,Subcolony,,-119.36315000000,34.01369800000,Anacapa,NPS,Southern California
1624,502-009,502-009-16,,Anacapa Island East,16,Anacapa Island East-16,Ventura,Subcolony,,-119.36753900000,34.01277299970,Anacapa,NPS,Southern California
1625,502-009,502-009-17,,Anacapa Island East,17,Anacapa Island East-17,Ventura,Subcolony,,-119.37052900000,34.01194200000,Anacapa,NPS,Southern California
1626,502-009,502-009-18,,Anacapa Island East,18,Anacapa Island East-18,Ventura,Subcolony,,-119.37480200000,34.01190600000,Anacapa,NPS,Southern California
1627,502-009,502-009-19,,Anacapa Island East,19,Anacapa Island East-19,Ventura,Subcolony,,-119.36575400000,34.01468299970,Anacapa,NPS,Southern California
1628,502-009,502-009-99,,Anacapa Island East,99,Anacapa Island East Centroid,Ventura,"Colony, centroid of subcolonies",,-119.36696200000,34.01454299990,Anacapa,NPS,Southern California
1629,502-010,502-010-01,,Scorpion Rocks,1,Scorpion Rocks-1,Santa Barbara,Subcolony,,-119.54720700000,34.04754300030,Santa Cruz,NPS,Southern California
1630,502-010,502-010-02,,Scorpion Rocks,2,Scorpion Rocks-2,Santa Barbara,Subcolony,,-119.54804500000,34.04707300030,Santa Cruz,NPS,Southern California
1631,502-010,502-010-03,,Scorpion Rocks,3,Scorpion Rocks-3,Santa Barbara,Subcolony,,-119.54717300000,34.04697300030,Santa Cruz,NPS,Southern California
1632,502-010,502-010-04,,Scorpion Rocks,4,Scorpion Rocks-4,Santa Barbara,Subcolony,,-119.54854800000,34.04633600010,Santa Cruz,NPS,Southern California
1633,502-010,502-010-99,,Scorpion Rocks,99,Scorpion Rocks Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-119.54600000000,34.04895100020,Santa Cruz,NPS,Southern California
1634,502-011,502-011-00,,Santa Cruz Island,0,Santa Cruz Island,Santa Barbara,"Colony, no subcolonies",,-119.78000000000,33.99999999970,Santa Cruz,NPS,Southern California
1635,502-013,502-013-00,,Spitt Rock,0,Spitt Rock,Santa Barbara,"Colony, no subcolonies",,-119.72296500000,34.04696100030,Santa Cruz,NPS,Southern California
1636,502-015,502-015-01,,Fraser Point,1,Fraser Point-1,Santa Barbara,Subcolony,,-119.92131300000,34.05503000010,Santa Cruz,NPS,Southern California
1637,502-015,502-015-02,,Fraser Point,2,Fraser Point-2,Santa Barbara,Subcolony,,-119.92692100000,34.05806600020,Santa Cruz,NPS,Southern California
1638,502-015,502-015-03,,Fraser Point,3,Fraser Point-3,Santa Barbara,Subcolony,,-119.92895600000,34.05855500030,Santa Cruz,NPS,Southern California
1639,502-015,502-015-04,,Fraser Point,4,Fraser Point-4,Santa Barbara,Subcolony,,-119.93008000000,34.05943700010,Santa Cruz,NPS,Southern California
1640,502-015,502-015-05,,Fraser Point,5,Fraser Point-5,Santa Barbara,Subcolony,,-119.92914900000,34.06024500010,Santa Cruz,NPS,Southern California
1641,502-015,502-015-06,,Fraser Point,6,Fraser Point-6,Santa Barbara,Subcolony,,-119.92662800000,34.06046499970,Santa Cruz,NPS,Southern California
1642,502-015,502-015-99,,Fraser Point,99,Fraser Point Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-119.92936900000,34.05743000020,Santa Cruz,NPS,Southern California
1643,502-016,502-016-01,,West Point Area,1,West Point Area-1,Santa Barbara,Subcolony,,-119.92264900000,34.06839900030,Santa Cruz,NPS,Southern California
1644,502-016,502-016-02,,West Point Area,2,West Point Area-2,Santa Barbara,Subcolony,,-119.92183900000,34.07017100020,Santa Cruz,NPS,Southern California
1645,502-016,502-016-03,,West Point Area,3,West Point Area-3,Santa Barbara,Subcolony,,-119.92160100000,34.07150000020,Santa Cruz,NPS,Southern California
1646,502-016,502-016-04,,West Point Area,4,West Point Area-4,Santa Barbara,Subcolony,,-119.92076500000,34.07248000030,Santa Cruz,NPS,Southern California
1647,502-016,502-016-05,,West Point Area,5,West Point Area-5,Santa Barbara,Subcolony,,-119.92002600000,34.07332500030,Santa Cruz,NPS,Southern California
1648,502-016,502-016-06,,West Point Area,6,West Point Area-6,Santa Barbara,Subcolony,,-119.92024800000,34.07453300020,Santa Cruz,NPS,Southern California
1649,502-016,502-016-07,,West Point Area,7,West Point Area-7,Santa Barbara,Subcolony,,-119.92006400000,34.07525100000,Santa Cruz,NPS,Southern California
1650,502-016,502-016-08,,West Point Area,8,West Point Area-8,Santa Barbara,Subcolony,,-119.91870500000,34.07577400030,Santa Cruz,NPS,Southern California
1651,502-016,502-016-09,,West Point Area,9,West Point Area-9,Santa Barbara,Subcolony,,-119.91878500000,34.07750400020,Santa Cruz,NPS,Southern California
1652,502-016,502-016-10,,West Point Area,10,West Point Area-10,Santa Barbara,Subcolony,,-119.91721800000,34.07763400020,Santa Cruz,NPS,Southern California
1653,502-016,502-016-11,,West Point Area,11,West Point Area-11,Santa Barbara,Subcolony,,-119.91558600000,34.07773199980,Santa Cruz,NPS,Southern California
1654,502-016,502-016-12,,West Point Area,12,West Point Area-12,Santa Barbara,Subcolony,,-119.91369300000,34.07773199980,Santa Cruz,NPS,Southern California
1655,502-016,502-016-13,,West Point Area,13,West Point Area-13,Santa Barbara,Subcolony,,-119.91197200000,34.07743200000,Santa Cruz,NPS,Southern California
1656,502-016,502-016-14,,West Point Area,14,West Point Area-14,Santa Barbara,Subcolony,,-119.91095700000,34.07681800000,Santa Cruz,NPS,Southern California
1657,502-016,502-016-15,,West Point Area,15,West Point Area-15,Santa Barbara,Subcolony,,-119.90886200000,34.07667800000,Santa Cruz,NPS,Southern California
1658,502-016,502-016-16,,West Point Area,16,West Point Area-16,Santa Barbara,Subcolony,,-119.90773400000,34.07570800030,Santa Cruz,NPS,Southern California
1659,502-016,502-016-17,,West Point Area,17,West Point Area-17,Santa Barbara,Subcolony,,-119.90724700000,34.07539100020,Santa Cruz,NPS,Southern California
1660,502-016,502-016-18,,West Point Area,18,West Point Area-18,Santa Barbara,Subcolony,,-119.90509000000,34.07551500030,Santa Cruz,NPS,Southern California
1661,502-016,502-016-19,,West Point Area,19,West Point Area-19,Santa Barbara,Subcolony,,-119.90348500000,34.07490700000,Santa Cruz,NPS,Southern California
1662,502-016,502-016-20,,West Point Area,20,West Point Area-20,Santa Barbara,Subcolony,,-119.90222100000,34.07473499990,Santa Cruz,NPS,Southern California
1663,502-016,502-016-21,,West Point Area,21,West Point Area-21,Santa Barbara,Subcolony,,-119.90171600000,34.07449399980,Santa Cruz,NPS,Southern California
1664,502-016,502-016-22,,West Point Area,22,West Point Area-22,Santa Barbara,Subcolony,,-119.90036900000,34.07437499990,Santa Cruz,NPS,Southern California
1665,502-016,502-016-23,,West Point Area,23,West Point Area-23,Santa Barbara,Subcolony,,-119.89810800000,34.07430100000,Santa Cruz,NPS,Southern California
1666,502-016,502-016-99,,West Point Area,99,West Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-119.91284800000,34.07923899970,Santa Cruz,NPS,Southern California
1667,502-017,502-017-01,,Profile Point Area,1,Profile Point Area-1,Santa Barbara,Subcolony,,-119.89202500000,34.07368700030,Santa Cruz,NPS,Southern California
1668,502-017,502-017-02,,Profile Point Area,2,Profile Point Area-2,Santa Barbara,Subcolony,,-119.88995900000,34.07348899980,Santa Cruz,NPS,Southern California
1669,502-017,502-017-03,,Profile Point Area,3,Profile Point Area-3,Santa Barbara,Subcolony,,-119.88790500000,34.07413200020,Santa Cruz,NPS,Southern California
1670,502-017,502-017-04,,Profile Point Area,4,Profile Point Area-4,Santa Barbara,Subcolony,,-119.88509100000,34.07490399990,Santa Cruz,NPS,Southern California
1671,502-017,502-017-05,,Profile Point Area,5,Profile Point Area-5,Santa Barbara,Subcolony,,-119.88134700000,34.07384899980,Santa Cruz,NPS,Southern California
1672,502-017,502-017-06,,Profile Point Area,6,Profile Point Area-6,Santa Barbara,Subcolony,,-119.87911500000,34.07360800020,Santa Cruz,NPS,Southern California
1673,502-017,502-017-07,,Profile Point Area,7,Profile Point Area-7,Santa Barbara,Subcolony,,-119.87499500000,34.07343600040,Santa Cruz,NPS,Southern California
1674,502-017,502-017-08,,Profile Point Area,8,Profile Point Area-8,Santa Barbara,Subcolony,,-119.86820300000,34.07196300030,Santa Cruz,NPS,Southern California
1675,502-017,502-017-09,,Profile Point Area,9,Profile Point Area-9,Santa Barbara,Subcolony,,-119.86615300000,34.07139699970,Santa Cruz,NPS,Southern California
1676,502-017,502-017-10,,Profile Point Area,10,Profile Point Area-10,Santa Barbara,Subcolony,,-119.86401900000,34.07125899980,Santa Cruz,NPS,Southern California
1677,502-017,502-017-11,,Profile Point Area,11,Profile Point Area-11,Santa Barbara,Subcolony,,-119.86021600000,34.07148499970,Santa Cruz,NPS,Southern California
1678,502-017,502-017-12,,Profile Point Area,12,Profile Point Area-12,Santa Barbara,Subcolony,,-119.85779500000,34.07124600020,Santa Cruz,NPS,Southern California
1679,502-017,502-017-13,,Profile Point Area,13,Profile Point Area-13,Santa Barbara,Subcolony,,-119.85434700000,34.06988699980,Santa Cruz,NPS,Southern California
1680,502-017,502-017-14,,Profile Point Area,14,Profile Point Area-14,Santa Barbara,Subcolony,,-119.85299500000,34.06955299990,Santa Cruz,NPS,Southern California
1681,502-017,502-017-15,,Profile Point Area,15,Profile Point Area-15,Santa Barbara,Subcolony,,-119.85144100000,34.06852800000,Santa Cruz,NPS,Southern California
1682,502-017,502-017-16,,Profile Point Area,16,Profile Point Area-16,Santa Barbara,Subcolony,,-119.85029000000,34.06826699990,Santa Cruz,NPS,Southern California
1683,502-017,502-017-17,,Profile Point Area,17,Profile Point Area-17,Santa Barbara,Subcolony,,-119.85007500000,34.06749799970,Santa Cruz,NPS,Southern California
1684,502-017,502-017-99,,Profile Point Area,99,Profile Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-119.87079500000,34.07668300010,Santa Cruz,NPS,Southern California
1685,502-018,502-018-01,,Cueva Valdaze Area,1,Cueva Valdaze Area-1,Santa Barbara,Subcolony,,-119.84221400000,34.06542499970,Santa Cruz,NPS,Southern California
1686,502-018,502-018-02,,Cueva Valdaze Area,2,Cueva Valdaze Area-2,Santa Barbara,Subcolony,,-119.84011100000,34.06503699960,Santa Cruz,NPS,Southern California
1687,502-018,502-018-03,,Cueva Valdaze Area,3,Cueva Valdaze Area-3,Santa Barbara,Subcolony,,-119.83388500000,34.06337399980,Santa Cruz,NPS,Southern California
1688,502-018,502-018-04,,Cueva Valdaze Area,4,Cueva Valdaze Area-4,Santa Barbara,Subcolony,,-119.83073400000,34.06153099970,Santa Cruz,NPS,Southern California
1689,502-018,502-018-05,,Cueva Valdaze Area,5,Cueva Valdaze Area-5,Santa Barbara,Subcolony,,-119.82909100000,34.05972000030,Santa Cruz,NPS,Southern California
1690,502-018,502-018-06,,Cueva Valdaze Area,6,Cueva Valdaze Area-6,Santa Barbara,Subcolony,,-119.82617500000,34.06002199990,Santa Cruz,NPS,Southern California
1691,502-018,502-018-07,,Cueva Valdaze Area,7,Cueva Valdaze Area-7,Santa Barbara,Subcolony,,-119.82071100000,34.05479300020,Santa Cruz,NPS,Southern California
1692,502-018,502-018-08,,Cueva Valdaze Area,8,Cueva Valdaze Area-8,Santa Barbara,Subcolony,,-119.82020800000,34.05418899970,Santa Cruz,NPS,Southern California
1693,502-018,502-018-09,,Cueva Valdaze Area,9,Cueva Valdaze Area-9,Santa Barbara,Subcolony,,-119.81886700000,34.05341799990,Santa Cruz,NPS,Southern California
1694,502-018,502-018-10,,Cueva Valdaze Area,10,Cueva Valdaze Area-10,Santa Barbara,Subcolony,,-119.81631900000,34.05325100000,Santa Cruz,NPS,Southern California
1695,502-018,502-018-11,,Cueva Valdaze Area,11,Cueva Valdaze Area-11,Santa Barbara,Subcolony,,-119.81119000000,34.05224500010,Santa Cruz,NPS,Southern California
1696,502-018,502-018-12,,Cueva Valdaze Area,12,Cueva Valdaze Area-12,Santa Barbara,Subcolony,,-119.81008400000,34.05117200010,Santa Cruz,NPS,Southern California
1697,502-018,502-018-13,,Cueva Valdaze Area,13,Cueva Valdaze Area-13,Santa Barbara,Subcolony,,-119.80881000000,34.05177599970,Santa Cruz,NPS,Southern California
1698,502-018,502-018-14,,Cueva Valdaze Area,14,Cueva Valdaze Area-14,Santa Barbara,Subcolony,,-119.80572600000,34.05358599970,Santa Cruz,NPS,Southern California
1699,502-018,502-018-15,,Cueva Valdaze Area,15,Cueva Valdaze Area-15,Santa Barbara,Subcolony,,-119.80294400000,34.05388700010,Santa Cruz,NPS,Southern California
1700,502-018,502-018-16,,Cueva Valdaze Area,16,Cueva Valdaze Area-16,Santa Barbara,Subcolony,,-119.80063100000,34.05338499980,Santa Cruz,NPS,Southern California
1701,502-018,502-018-99,,Cueva Valdaze Area,99,Cueva Valdaze Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-119.82322400000,34.06002300010,Santa Cruz,NPS,Southern California
1702,502-019,502-019-01,,Arch Rock to Diablo Point,1,Arch Rock to Diablo Point-1,Santa Barbara,Subcolony,,-119.79745500000,34.05684100010,Santa Cruz,NPS,Southern California
1703,502-019,502-019-02,,Arch Rock to Diablo Point,2,Arch Rock to Diablo Point-2,Santa Barbara,Subcolony,,-119.79212000000,34.05686800030,Santa Cruz,NPS,Southern California
1704,502-019,502-019-03,,Arch Rock to Diablo Point,3,Arch Rock to Diablo Point-3,Santa Barbara,Subcolony,,-119.78925600000,34.05725500030,Santa Cruz,NPS,Southern California
